mtime,AG,AJ,AY,BQ,CF,DU,DZ,ER,ET,FQ,FS,FU,FZ,GN,GU,HJ,HT,IJ,IZ,JK,JO,JU,JY,LM,LO,LX,MP,N,NV,NW,PQ,PS,Q,TW,VX
2021-11-01T22:45,6498681,8053223,8741742,5820003,7423175,5780207,7265721,6837192,5918089,8409785,8692598,5938607,6821055,9735723,7437494,6847300,9151193,8297835,6387478,7322276,8028273,7909693,5571276,7138480,7819635,9112271,7133176,8461843,6193061,7282854,8882653,7655126,7186623,6089972,7694313
2021-11-01T22:50,6663767,6675139,8161786,5465634,6680615,7443684,7751481,6323274,7313371,6782412,9131277,6968647,7785292,9044323,6965517,5224864,5790938,8067750,6445155,7155931,5574455,8894929,6092898,7037157,8684520,7115154,7305077,8527203,6306572,8380200,7457715,7928999,5878588,9380738,5234421
2021-11-01T22:55,9709902,6376170,7313837,9267106,10328298,5424164,6679273,6154251,5799678,7795701,8435928,8843290,8855041,7174894,6503885,6581917,6506171,7871955,8601551,6120559,7452413,8550638,6802024,8722735,7270324,7086971,6688991,7207657,5535376,8059005,8015974,7476190,7692284,6150656,7858702
2021-11-01T23:00,6730096,7248703,7758983,8845034,6837701,5606121,8825123,7998407,7342605,7625450,8375479,7578206,7718387,7014436,6561010,6521212,4989598,8114650,7376692,5890382,9986287,6570266,7528587,8851776,7835007,7639253,7593265,5727477,6047093,7478434,8390182,7002809,6022534,6388509,6055651
2021-11-01T23:05,7557288,7659276,8492153,6222546,6349314,7753245,6737330,7160306,8231730,6293421,5802395,6442578,8572120,7869201,7127464,5634242,7148676,8438515,5856252,8028463,8186919,7495225,6298962,7409367,7946639,6494542,7341781,6138502,6848075,5716197,7688227,9268062,6084508,5896769,8754052
2021-11-01T23:10,7174749,6462980,7676696,5905066,7561175,7405067,7868246,7368852,8122443,7898903,8527900,7501325,6407488,7197038,6889171,8402855,6764840,7919909,8641739,6491669,7299406,9395200,9173946,7948030,9472254,7811367,7129851,6571644,4546135,8261298,7423795,8277373,6199130,7326000,8082827
2021-11-01T23:15,7001155,8235690,8738455,7790573,8683670,7157861,6796536,7524190,7337332,8814672,8320967,7353313,9641839,6606654,8263477,7383854,7553107,8135330,6417690,8630295,7800475,9236035,9476586,9018562,7315654,9062051,6482835,8373773,5075681,6807857,7188220,6532676,7041615,8916061,8503874
2021-11-01T23:20,8946941,7680007,6029133,8796092,8308219,7181668,6217821,6212790,6894727,8132960,7895206,6857024,5407837,7232990,5722209,7826833,7382116,6272959,6898936,7902867,8824480,6440987,7944088,7346036,5980785,9426078,7699341,6915209,6538049,7683410,7703197,6942333,6737874,6955015,9297389
2021-11-01T23:25,7629566,6601096,6557848,8622072,5805344,7776357,6782700,8049442,6776467,7498631,6129523,7788959,6754625,5803308,8037519,6409032,6191843,8799886,8480128,6368597,6014519,9312102,8138783,7938030,7317426,6495270,8168034,6889692,6659939,8301044,6284928,8654194,7701774,7631569,5610226
2021-11-01T23:30,8248413,7484781,7856781,7920013,8151417,8030461,6751995,7462637,8016117,5490854,6803756,7466427,7816339,6814222,7547677,7987403,7389309,7138088,7746545,7271274,7480338,7522941,6061424,9150268,5790802,7499971,6630204,7663708,6567231,6897818,7620976,8381068,8701183,8573190,7632093
2021-11-01T23:35,6560198,8705564,8885268,8712099,8234980,8143221,7040353,6821736,8340951,9478824,7681306,8505210,9092489,8534598,7340685,5979580,8263207,7310895,6428938,7966585,7882054,7853559,6184225,5619385,6393729,7625805,8700280,7795764,8211946,7682359,8751362,6755250,7190580,6699156,5789025
2021-11-01T23:40,6574682,6958861,7379560,7687868,7384112,9913509,6314900,7061052,7130855,6775597,6303078,7964932,8154619,8374573,6628436,7098915,5643920,6269150,7595508,6804725,6884918,9036777,7296303,8069526,8437857,7380263,7957988,6951934,7716959,8162434,8893186,7841987,7041190,7766613,6032147
2021-11-01T23:45,7322567,7600609,6941279,8027833,6275338,8544182,7617602,6949300,6060651,7433246,7441310,6789977,7152807,7648414,8341406,8391105,6343744,6234952,6819429,6914549,7090823,7263290,8527898,7142421,5093960,7061191,6464645,7790531,6023694,7549346,7035238,6493698,8607475,7626764,9241769
2021-11-01T23:50,7008190,8392477,6337178,7598787,7249223,7152704,7116577,6583092,6527227,5852386,6821252,7221478,5370608,9622061,5574657,6806146,8503224,6492674,7273963,8193820,7287796,8159588,7258583,8356095,8353760,9326639,5634898,6318314,7870811,8419778,6719677,5958108,7838780,6704462,8145181
2021-11-01T23:55,6463961,7598782,6537346,5946782,9662579,9047715,6947415,9074054,7527835,6999787,7209680,6857762,7508963,7844192,5600583,6657579,8070800,6701143,6311610,6767474,7051606,7518930,7904692,6612057,7080695,7606189,7318729,8278838,6264722,6520707,7407641,7359126,8007819,7587069,6643521
2021-11-02T00:00,8441956,10361325,7603940,7943382,8442850,8838149,6233262,7586872,6941285,9344755,5935875,7439003,5261133,6677340,7281034,8718122,7456198,7071931,5617459,7520581,6827079,8322640,5899030,7868793,8442062,7387135,6286445,8417535,7144150,7015481,7854494,7555106,7099795,8290272,6061893
2021-11-02T00:05,7275080,7597811,9911961,6809306,7519708,5528316,8316634,7974798,6557353,7062390,7672532,9691188,6813482,8400485,7395230,7836587,7901555,9357627,6910766,5470322,5385366,7073482,7031450,7269605,5632565,5561310,7876734,6955166,6022441,5518747,7674684,7022468,7364900,6330419,6074552
2021-11-02T00:10,7741192,6909250,8989833,6264275,7602943,8084041,8571867,4909139,6905718,6295610,8027095,8729152,7392806,9194482,6463635,8165199,6812574,5982531,6131246,7069019,6482819,8013261,8818292,5662863,9448548,6695002,7125586,7230346,6493385,9009769,8647215,7221529,6130155,7285362,8435289
2021-11-02T00:15,8644384,5770606,8928117,8504029,7605542,8557922,6913790,6358186,7999890,9130580,8168027,7395314,5996950,7747850,7422538,8060293,8197831,7408999,5908281,6111831,7286581,8458184,6208753,7490005,6618907,8188660,7006474,8681468,7565097,6299079,6368046,7737052,6527293,6964578,6410876
2021-11-02T00:20,7031358,6161775,8413794,9966761,7045221,7932788,9138824,6419215,6924732,7338051,6612792,9597459,6981463,7389959,10284458,7304295,6138003,8697923,5629359,7697642,7275862,8899820,8741442,9726521,7746582,6214180,9358426,7525486,6223302,7239178,7199420,7995998,6980399,7408666,6438611
2021-11-02T00:25,7336039,8274098,7969118,6556343,6441678,11256892,9106547,6426948,7344581,7352180,7200840,5922917,7165974,7915287,7350608,6473021,6370834,5641007,7861278,6994999,8811777,5074797,7232964,8386957,7024216,7906447,6413442,8071042,6398730,6845803,5959110,6608107,7676018,6662462,7628887
2021-11-02T00:30,7311330,5021087,6951683,4864499,6616453,6925568,7413672,6509390,7756504,7298716,5657793,7497834,6793809,8126224,7363306,8885129,5804663,8464728,8494448,7247223,5380972,6655632,6573038,7358324,7170107,7954156,7023514,6555425,6981207,9258977,7238866,8176481,7070806,7090233,8687308
2021-11-02T00:35,6303650,8101479,7299360,8194421,8579798,7318457,6773137,6182856,6523892,8787841,7722254,5996423,7345164,8539302,7141458,6869485,7955333,5571139,8345511,7134719,8165556,7396160,8383380,6940363,9762774,5437342,6276345,7576761,5809764,8264159,7263684,7319321,7628399,5396164,8040660
2021-11-02T00:40,8734425,7616990,8020081,8502999,6941143,6811643,6838219,7390522,7982872,5512529,7321817,6882394,8253621,8705413,7226398,9262085,7219519,7405868,5594234,7548047,8799297,7526333,8505718,7706767,6743571,6595901,6159110,7907507,7477456,6970166,5152756,7894167,7516211,6226138,9336321
2021-11-02T00:45,6550043,6913690,6922929,8176156,6939613,5920732,7075373,7709896,6448844,9266755,6757502,7583672,8211216,6810451,7133737,7233068,6647845,6413344,7561173,7537870,6834054,7332509,9329324,7823535,6921596,8085377,7915357,8637262,6218624,8293748,6043328,7640001,6507186,8584333,7983236
2021-11-02T00:50,9291546,5289074,7984155,7867836,8638427,8381816,6621149,8138114,7841315,6615552,7352857,8041801,7017663,6785492,5782040,6125927,7023416,5855180,8507655,8866397,6009938,6638630,6080657,7917199,8227912,6519452,6632291,8608582,8591763,7818023,7222982,6882953,6326237,9142007,8019534
2021-11-02T00:55,7860297,10527922,9197335,7672755,7160695,6581058,7886021,7610732,7407134,7652743,8903977,6597849,7770699,7506801,6709842,8185653,6232043,8978974,8987871,5735761,6246055,6272252,6310526,6535349,7556987,5983066,8067674,6666577,7534960,8238271,6423433,6135039,7552455,5917174,8528088
2021-11-02T01:00,7299160,8218327,7894427,8560456,6690013,6954929,6756862,7576500,5815707,7096104,8899121,7260297,7004676,7835710,8638151,7746112,7520431,8651918,6569218,8913096,7383596,7441236,7867933,7135919,7278109,6092439,8271025,6819368,6918775,6957394,8820648,8934757,5756405,9177998,8718053
2021-11-02T01:05,7449624,8232364,8066590,7879139,6511017,8708736,6160768,7206792,7480393,7537438,7944198,7022948,5697395,8400296,8777278,7959781,6626234,7123170,7210089,6874228,7594065,8762534,8402209,7219717,8192310,8085462,6892050,5158079,7424210,6634852,6986846,10705803,7010276,7435820,6710729
2021-11-02T01:10,8872149,7541560,7172137,6541113,7070359,6846074,5675547,8593745,9623002,6302977,8088696,5258371,7928449,6459048,10327373,8082276,7484670,8792822,7089772,6689959,6750448,8566103,7301449,5576241,7226239,8179292,5514019,6198844,8416957,8380012,7500302,7094442,6055032,7293185,7093351
2021-11-02T01:15,6928761,5351718,7033296,5401451,6754498,9751829,6476495,6285155,7795125,6769347,9298362,7523172,7147507,6995184,8030068,5967904,7045531,7109202,5842139,7635457,8050545,6770772,5945270,7539016,6741528,7214783,7361242,7005378,7226966,6337781,5593123,6460577,6924742,7813602,8438079
2021-11-02T01:20,8412592,7741021,6845210,8152150,7405137,5699165,8223923,6616668,5108195,6389966,6628714,7833151,6617246,6204651,7532272,7004067,5840751,7142682,5976536,7283710,7647291,7214778,7812540,7658315,6818328,7061853,8912368,7582781,9116718,7348100,8053778,6703218,8743986,7054628,7038306
2021-11-02T01:25,7001522,6917931,8762152,6387802,4786896,6501983,7112774,8501698,7414211,7810889,5456964,8196278,7504703,6469806,7879384,7284869,7243060,7375418,7975753,8436193,7150472,7382367,9237935,7179317,7429584,5866039,5890540,6968083,9241176,7046391,7613270,7132545,7829803,9076981,8035676
2021-11-02T01:30,6905526,7514603,8682439,6200808,5259847,6284635,8071922,8892988,7664733,5941690,5345154,7248906,6203997,6653284,8426089,7004960,8119027,6397066,9185968,7676700,7527710,8706372,7921819,6735596,6606310,7596377,7195785,6457224,7848632,8354140,8440432,6777601,6393399,8136987,7195466
2021-11-02T01:35,7781275,9663697,6808160,8528664,8421148,7970886,6453726,7466420,6352583,7360370,7671365,5595751,8017428,10678039,7080210,9429610,6379753,7077196,9174243,8061283,7370776,8114169,6357297,8387360,7084012,7097012,6008267,5995386,8725801,6674586,6690025,6448873,8009653,7913564,8819621
2021-11-02T01:40,7238922,4682987,6554062,6588005,5666213,7875745,6777648,7926915,8782293,5765694,7479434,6680081,6476308,7267264,5870756,7207255,9016798,7086107,8874123,6733190,7219655,8090338,5995420,7693011,7923941,9523218,5186847,7398228,6774724,6852807,8016460,9074249,7127261,6106467,8417381
2021-11-02T01:45,8053299,6751709,6525185,8740395,9876676,5579159,8115747,8105779,7697909,7143461,7688946,7894742,6774219,8369058,5905970,6126950,6821962,6564357,5998140,7629426,7842298,7192820,6485222,8267273,8137049,5592360,8913845,6491177,7676488,8370344,8251753,6802542,5748468,8340252,6298044
2021-11-02T01:50,6412095,9100914,8884084,7784130,7302024,8325920,7195873,5970060,6435054,6133950,7529258,6617206,7801843,7524047,6872948,7317442,7085366,9036154,8119609,7927348,6117202,7404863,8281516,7380110,7741476,8001682,6587723,7022665,8068995,7007978,5379003,8033973,7179390,7240641,6630503
2021-11-02T01:55,9205244,7227809,6357014,6037282,6685916,7979432,9429021,6897591,8310991,5857083,7452470,7096414,7680937,7732611,7919164,8967426,6954829,8632788,8352086,9713609,5957545,8012791,7773094,6638696,7869026,8559909,7223446,7303312,7260959,7990934,7472639,7356450,4635353,8036781,6134043
2021-11-02T02:00,8029943,6365031,6183647,6923657,7682787,7455851,8227988,10430964,7780333,8551148,9247634,6692286,7511457,8379435,7362892,6947318,8909566,8650909,6835621,8484473,7345168,8636250,6714926,7525794,9470849,7672944,7537934,7893981,8869691,6361388,6216990,9204246,5785811,8563207,7226855
2021-11-02T02:05,7953384,8415391,7716890,6732871,8792135,7048332,6598898,8540352,9325134,6714633,7538558,6894204,8311892,5741616,6487523,8683429,4336026,6609248,7588813,6905890,7822157,8515609,6595877,8851874,5936685,7189322,7004515,7733699,7650538,9338261,6647393,4881676,6847611,7266711,7544204
2021-11-02T02:10,7612334,6624287,9269514,7271895,8753345,7798343,6816177,6627136,6764976,7059624,6860635,8105764,6567952,8539714,5902924,8443791,7742207,6875955,6813385,5276440,7402997,7105790,5270199,6795124,7671753,7544017,7041841,9324081,8068422,7747066,8711133,8938410,5080549,7962386,9636652
2021-11-02T02:15,8151377,8459907,8269055,7407664,7808208,6834619,6817952,7055834,7124439,6559585,8275632,6818124,6355661,7039885,7385837,6628456,7891914,8223124,5719965,7561824,7942537,8043404,4857462,8924384,6778235,6798626,6314804,8815238,7175428,5764974,8377273,7955741,7784600,7414213,6799118
2021-11-02T02:20,8217982,5526460,4882700,6367966,7002877,6203899,6860811,7741124,7455664,9892732,7647662,6740334,5622772,6876629,7473493,7102146,8312341,6865773,7394771,7066159,9023613,6694371,7441250,7093607,8486191,6707375,6131191,6786080,6846733,6993962,7364048,7404957,7779780,8553783,6990064
2021-11-02T02:25,7471543,6727702,6332485,7451249,7127835,7508783,6336749,8637095,6629584,8692046,7535846,7424683,6329774,8649574,6762856,6803224,6939779,6862598,7272367,8006917,7420226,6929949,8967373,8773765,6629248,7160258,5735263,7958966,7354272,8113193,8595553,6846424,7586589,6892265,8404262
2021-11-02T02:30,8406403,7372424,6857785,8140836,5684257,7213930,6846104,5345665,7258882,6744387,8156585,6883456,7386775,7944193,8568957,6426030,7157245,8756454,5422932,6293851,7702143,6956298,6244913,7592318,6858022,8153904,7218698,7744270,7585434,7951934,8990263,7454764,6259499,6833233,7465889
2021-11-02T02:35,8267227,5635171,7733585,7183709,6150159,8935670,7873844,7816111,8342037,6983096,7598691,5727674,8859834,7528791,7637162,6919967,6227188,9299015,7931318,6724954,8178914,7286739,7710440,7925456,7665359,7043740,6624041,7708745,7042453,8138701,7982864,6145580,5262181,8419868,7251975
2021-11-02T02:40,7264366,7955392,7158233,7479131,6773024,7911860,6969188,8327648,6958681,7941237,6176708,7320688,6706773,6267772,8079266,7103495,6711025,9164576,6026206,8485437,6944897,5141709,7186147,5884480,8955166,5457382,5583942,9158663,8094287,8701751,8086858,6607466,7812013,6821224,6642971
2021-11-02T02:45,6901096,8486222,7812051,6861429,7143788,6813736,6970116,6912665,6909322,6224198,7371323,6876031,7742719,6864465,7136886,6792633,7007115,7774650,7299574,6467677,8975727,6503794,7092912,6975660,9240414,9383420,7844544,7393183,7736775,8848808,5967531,6204454,6634888,6976296,7688810
2021-11-02T02:50,8162577,6763866,8106835,6907674,8136699,7990190,7627901,7683373,6298292,5938790,7685968,6414803,6483230,6264517,8304659,5809020,7632354,6602675,7612836,8484948,8427646,6048961,8758053,8567850,9898297,8253698,5320239,7713330,6263830,8357001,7248259,5208004,6971829,6941260,6685933
2021-11-02T02:55,7677532,8031040,4832776,6462638,6824811,6950303,6725974,8072140,7560697,8709803,7203471,5731105,8103745,6415510,5881964,7319773,6840331,8372006,7350644,6320364,7368965,7420932,5156277,7106410,7444674,6567412,6806006,8366387,7882372,6753404,8537322,8411488,7370363,6481770,6836205
2021-11-02T03:00,5791624,9728695,7960075,7572917,6827780,8319401,6699554,6431180,7417920,6915364,9230376,7822833,7543939,7789977,7110621,6514610,6909226,8030893,9147040,8151574,8327884,7143034,4872573,5778851,6864720,6948580,6541864,7265434,9349069,5747891,7726929,7468140,9483313,8023635,7918843
2021-11-02T03:05,7348236,8483892,8034217,7607790,7118378,7361916,7741010,8278992,7855520,7427017,7123877,7906619,9253250,6926418,8139183,7622522,10324089,7787863,7893565,7225892,7302866,7027866,8718336,6385606,6483069,6543863,7883803,7875025,7265497,9016509,5713028,7544562,7310806,7582116,9024216
2021-11-02T03:10,8451190,7694975,6098482,7693599,5036770,7144859,6548323,7854836,7532540,7543683,6022529,5466909,7525125,8254935,6808085,8405310,6513661,8918747,9330621,7107109,6673251,7605872,7739238,7665764,7445523,7820243,8036269,7835898,6934934,7917184,8007232,6162771,6323370,7300227,8857128
2021-11-02T03:15,6382486,7074910,8540472,7173484,7430576,6161419,8127156,8058959,7369413,6130661,8980504,5955507,6549730,6346956,6980077,6444940,7434674,8384308,9257580,7636516,8365419,8178709,9065915,6134416,8309623,6562595,7215578,5579660,8499508,8171183,8161337,5897926,6799454,7959810,6927684
2021-11-02T03:20,8803650,7096782,8183449,7202089,7618886,8289923,8023788,6654685,7256601,9091970,7206613,7038941,6946192,5526485,6113193,6036983,6655549,7767423,6478265,7174473,6446295,7057247,5899344,5921889,6861449,5988343,5764516,5156456,8368511,8195081,6849451,8358780,7276858,8053139,7560521
2021-11-02T03:25,5217439,5822112,7987240,7317387,8680287,7490464,8098529,6277632,7843820,9188091,7332268,6997799,7047246,7062914,7618234,8802636,8149936,7487186,8872013,7274372,7422741,7825587,7713018,7637353,9204953,6074008,8883584,8458422,6859536,7418244,7482969,8414376,8039187,6574507,6862433
2021-11-02T03:30,7892803,7362630,6157327,7331051,10297874,5891349,6885555,8129469,9122207,5666246,8160027,7203432,7844430,6542874,7121176,5772376,6934910,6341819,7980836,9160331,6993827,8382377,7981244,7129519,6550132,7172729,9309722,6612435,6510582,7533672,7449219,7515192,7451477,5955750,4430668
2021-11-02T03:35,6002393,7315030,6265722,8596199,8105794,7126747,7176296,8438835,6294625,8948908,7622277,7323846,7046173,7926296,6966868,7833894,7883655,7839762,8175433,10487508,5707174,6554295,6863963,8874679,6607456,6229134,6669291,7374349,6911529,7360404,7239668,7797607,6662548,8639914,9832449
2021-11-02T03:40,7023084,6603278,7710307,5757258,5337761,8710777,5916418,7793660,8661678,7555440,7653921,7877422,7575078,6883422,7541513,7470720,7274415,8826299,10374504,6911348,6083635,8458896,6353375,9147040,6573168,8023705,7582825,7565436,8746711,8445354,7231381,8261657,6019813,7214479,7132417
2021-11-02T03:45,8014036,8269809,8753287,5687967,7299901,5356950,6611405,6299599,6656115,7996450,6830865,8292050,8175480,7068278,7526226,8169948,8133001,6363124,4504864,8352493,7541013,7765944,6430470,6445179,7214745,7455228,7117782,7330823,7836057,8427033,5388649,5291725,6732307,6483579,8458680
2021-11-02T03:50,7994351,6060549,9884805,6824413,8499308,6111980,8085775,6999010,7440192,8505243,6976425,7560998,6916608,8261169,7361976,7018642,8215146,7235700,8701823,8724180,7960361,8056934,8630379,7559450,7451383,8186306,9687050,8505261,5243500,8418104,6431544,5676366,6198959,6954471,5379277
2021-11-02T03:55,8555127,7058160,7665536,7292984,7650829,8373151,8884728,4752309,6842537,7252931,5554496,9450904,7196573,6868970,7234065,6827327,8195020,7907920,9207428,6743953,8138444,7752018,7230974,8136244,7556636,8504087,9859544,6767963,6461465,8618532,6902501,7138472,7909455,7483399,5936055
2021-11-02T04:00,9197912,7405698,7436782,7295476,4699807,7997701,7733853,9840370,7196953,6346655,8639722,7476741,8232424,7477133,5849118,7647091,6119919,7422743,8114954,7010237,9295153,6755388,7046748,8660507,7457552,7153664,7156689,8366558,9043794,8785773,8427056,8446071,7484859,6858239,7581625
2021-11-02T04:05,7206143,6419035,6871798,8925309,7398412,7746687,7283908,8373043,6073962,7542735,5732592,6947210,10040887,8112715,5508739,8081007,9279730,7005095,6465425,7007794,6194015,7307873,7540682,6892918,6036077,8424696,7851002,6538017,7934975,6770093,7837528,7700627,6571309,9604420,7536737
2021-11-02T04:10,7844148,5451086,5945320,9104154,7021042,9358766,8142623,6341910,6771865,7484804,5374526,6840197,7334274,6642632,6362283,9523487,7901877,8670208,7045836,7734957,7224042,8036113,6963168,7704953,8076206,5191121,6708722,7415185,6011056,9536039,8929733,6666621,8640216,5444827,5699730
2021-11-02T04:15,4926243,7375902,8852491,6586633,7672996,8634477,8165395,9515635,6254914,7179683,6988917,6703985,7722719,6607578,6620297,5835599,6584458,8673768,9248249,6622121,6449504,8698048,8360763,5883985,9433054,6490097,7968971,6454992,5756553,7364170,9130179,7496592,7446758,5839245,8321662
2021-11-02T04:20,6466469,6655702,6909542,6346948,8838814,8006746,6324418,7616691,10409705,8803848,7543056,5947332,7216882,8861189,7370597,7854254,6156377,7303126,6568747,8110370,8069334,8163003,8140901,7373373,7056042,7743313,6218466,7093458,8307584,6660604,7298062,7457187,6871402,5705093,8520170
2021-11-02T04:25,6705490,7512608,7644774,6229703,7243379,6948966,7087616,6681227,9308170,8850350,6795317,8444695,6885593,7873175,7375102,8869911,5515788,6748043,7789166,8261509,8365259,9078464,8633734,6231925,8841070,8691883,7626144,5968863,7342182,6815475,7807008,7331589,9190155,7954503,7269166
2021-11-02T04:30,7966699,7777078,6930434,7481900,7769544,6987402,7240878,6288885,8024247,6417946,8857731,8010645,5672530,6931051,8189900,7729670,8780305,7925873,8754115,6198367,6912917,7371289,7721722,5460802,6383904,6078160,6974663,6231731,7282108,8064842,7789088,6909983,8520108,8129596,6501907
2021-11-02T04:35,8465263,7602360,6567142,7792878,7195332,6559254,6925028,7576545,8785642,8085823,6343895,6159295,7674142,8715911,9048896,6931184,7140513,6086896,6468529,8022346,7092401,7199341,7428206,6299233,7298046,7478642,7117158,6524814,6424857,8865150,6115596,7630243,7575767,7578797,7021101
2021-11-02T04:40,7038745,7329998,8158651,6274328,9567462,7956605,6866282,8365676,6556250,5440587,8660762,7453221,9184936,9343562,6468996,7063033,7207044,7946269,6772604,6066783,5203618,4962956,8290274,7842190,5667542,6747187,7096547,6338936,6696134,8974419,8075715,8149318,7489579,6965529,8891967
2021-11-02T04:45,8049530,7709677,9746327,7250343,8480862,8984418,7238473,7628082,6792020,5659232,5905211,7022525,7561880,9387984,6963383,9577494,6733161,9072451,8465085,7119434,7018867,6516897,4998742,7851996,8754482,4903676,7281573,7785911,7613930,9715320,8671258,8117891,7464234,8417688,8360913
2021-11-02T04:50,7348001,7060531,7937347,7458631,9643013,8785523,7497298,8077839,7351770,6881877,8094357,6826744,5853062,5741216,6852831,7307882,6420396,7517527,6503814,7672540,8443627,7709140,9003228,8191547,6027793,6894396,6146563,6638161,9504481,4948907,9297226,7244336,8148923,9452920,6658957
2021-11-02T04:55,4529106,7481263,7360103,6428674,8720226,7222186,7593975,7035274,6218668,8553468,7568655,6391633,6854303,5699864,6655205,7891320,9287225,6553256,8672312,7463734,7178048,8579190,6379093,8481673,7817757,5681311,7098498,7327509,6486833,8347879,7657108,7683232,9960269,7282756,7605061
2021-11-02T05:00,6961987,7622012,6725800,7447337,7076715,8355663,5837097,5361162,6152837,7169165,10162759,8348670,6678084,7763402,6592129,7288895,7110537,8007686,6280311,7850687,7274670,7236854,8644473,7409467,6432823,7697421,8015359,7268378,8368950,7253322,6497978,6455451,6960006,7437216,5973442
2021-11-02T05:05,7029302,7930938,7496573,6691115,7532424,7800580,6313995,7259376,6232900,7147688,7007100,7759120,5744323,7700077,6699973,8226694,8445601,8049286,7277804,7105574,6961851,6056460,7169958,8121995,9124498,5913870,7035432,6219367,6432059,5744037,5770737,9582385,5863792,6895536,8504537
2021-11-02T05:10,4612337,8744893,9278929,7862788,6792553,8307475,7534784,7348505,6484704,9093202,6233565,8000229,7229736,7819314,7520784,8430431,8485376,5734757,6352670,7382588,8215161,9277489,7798786,7649731,8642769,6637642,5388376,6416682,7476862,7577758,6409776,7887767,6411420,6958584,7370229
2021-11-02T05:15,7139292,5616855,8179633,8215568,8568159,8086768,7807694,7271849,6495956,6662653,8070218,7908590,8182352,6701315,7215747,7864511,9136157,6979882,6871562,7845869,8755888,9811883,6942674,10517563,8127667,6315639,6418745,9340089,6295835,7571266,5899693,7800301,8331073,7287633,7711780
2021-11-02T05:20,9684914,8611615,6802177,7205220,7559482,7630138,5824556,8092434,7414541,8635670,8805752,5047130,9112695,7230403,6039243,6739375,6577959,6853971,7851153,6105539,5990219,6051480,7683809,8444585,4731601,8047235,6097017,8668360,6210141,5570310,7206583,7527892,5769057,5765694,7088635
2021-11-02T05:25,8014440,8581934,7801103,7450583,6560596,6373383,6552849,6290572,6379353,6558312,7593831,7718374,5634857,7412238,5097484,10546745,7380526,6945864,7230589,6284466,6283909,6386165,8365920,7327560,5970986,6217889,6733811,7780209,8914488,7291918,5347579,6751977,8104088,7788984,7125162
2021-11-02T05:30,6136249,8556537,7482306,8256048,6783483,9920902,5780063,7173964,4800235,5670711,7915324,6471398,6895733,7671122,6812394,7755245,8122439,8154446,7728158,7930782,8442532,6317364,7568586,8619357,8202917,6624277,9165163,5981336,6707323,6416415,6021485,6185598,5373657,5801894,6699144
2021-11-02T05:35,8045248,5249319,7521000,7332180,7850961,6298101,5160985,6257221,5771626,8235657,5630921,8007946,6693143,6690127,7072369,8268125,6226540,8038615,8560259,7703659,6480383,8343327,5228893,8887743,7136104,6709107,7750732,7498667,8213932,6319000,5897808,6815249,5710252,8014386,7830604
2021-11-02T05:40,8330123,8480324,7076834,6350267,6581623,6964195,6069261,5473046,9491921,7393673,8412211,10807966,7148934,7122680,9207451,5977525,8375581,8929223,9101827,7850932,6897608,6123334,7278328,6796805,5854396,6067693,7891300,7013022,7977517,6172410,7711491,7861570,7574021,7130889,6183097
2021-11-02T05:45,7467371,7443442,8072413,6090141,6498427,7974024,8355396,8227957,10055991,7683476,7393777,6632891,10872618,7110076,6945665,6800338,7763666,7962643,6504439,6028006,6336131,8560444,8124719,7865300,9277765,6830288,7410440,7258679,6506350,6530024,8439061,7640817,7456350,7662263,9566882
2021-11-02T05:50,7310543,7414361,6937314,8459645,8337882,7190749,7459513,6618002,8288933,7406422,5109264,6942345,6745652,7229327,6292229,5860766,7228372,7351182,7620452,7647644,8038928,6125250,6020899,6952174,7893787,9859156,7504534,8848506,8618308,6612834,6354200,7935983,7930818,6035835,6718456
2021-11-02T05:55,7728227,7174626,7832446,6820592,6633856,8989674,7910399,7396068,6783011,6848256,8361743,6712112,5675175,7583986,8389730,8288505,7187301,8338936,8286991,8128755,7625157,7790751,7095211,5819031,6346905,5348145,6392919,8139500,7141969,4879419,8317843,7121405,6811135,8724910,7234456
2021-11-02T06:00,6461619,6187664,5351972,8791207,8588815,6647672,6464367,7988128,6039553,7448256,7430828,7867324,4921137,7068211,6461505,6957928,6710868,6786801,8002028,8964318,6502558,8159973,7057183,7278596,4873299,6907657,7498376,7757178,5777926,7765936,6956078,6584492,7142393,8909120,6505273
2021-11-02T06:05,6925506,7181827,8678175,7014459,9546729,7627262,6744469,7586608,7737289,7577886,7398371,6504317,6094416,5998919,7891615,9007405,6472728,5561271,5670428,7032765,6286890,8423870,5727875,7056218,8901881,8464075,8595566,6071612,7777070,8662851,7024316,7743286,6984387,9355388,8585691
2021-11-02T06:10,8495951,6758241,7646142,7593895,6540329,7420052,7429681,6490194,7070552,7525042,6008024,6949479,8233451,8837676,7958002,6390285,8003514,8724293,5823535,6813559,5536989,7808000,8881146,5869752,8904242,7508803,6222447,6754088,6749908,8355010,7576212,8154429,8963182,6807975,8174312
2021-11-02T06:15,6614148,7425572,8746869,6991901,9176878,8888342,6439611,6688503,7397574,5108398,7511949,7942375,5922972,6134164,7863590,7725326,7326334,6522543,8212480,8006027,8532898,7722399,7151704,8887980,7897252,5986132,9397116,8482969,8481242,8781023,6729794,7362713,8005646,8497765,7268845
